hom_2_9 save_up%2:40:00:: save%2:40:03::
hom_1682_14 light%1:18:00:: light%5:00:02:frivolous:00
hom_1685_10 spark%1:23:00:: electric_arc%1:19:00::
hom_1686_7 charge%2:35:02:: consign%2:40:00::
hom_1687_13 work%2:35:14:: work%1:19:00::
hom_1689_7 vision%1:09:02:: vision%1:09:04::
hom_1690_4 fume%2:29:00:: smoke%2:43:00::
hom_1691_15 proof%5:00:00:impervious:00 proof%1:10:00::
hom_1692_11 backhand%3:00:00:: backhand%2:35:00::
hom_1694_12 spoil%2:41:02:: blow%2:38:03::
hom_1697_26 contact%1:04:02:: contact%1:10:00::
hom_1698_17 blazing%1:22:00:: hell%1:11:00::
hom_1700_16 hackneyed%5:00:00:unoriginal:00 tire%2:37:01::
hom_1701_7 note%1:10:00:: remark%2:32:00::
hom_1702_5 curtly%4:02:00:: short%4:02:07::
hom_1703_13 cense%2:39:00:: incense%2:37:01::
hom_1704_15 sharpen%2:30:08:: tip%1:25:00::
hom_1707_13 tie%2:33:00:: tie%2:30:01::
hom_1708_3 flag%2:32:00:: flag%2:30:00::
hom_1709_5 proportional%5:00:00:proportionate:00 relation%1:18:00::
hom_1711_7 buzz%2:38:00:: buzz%1:04:00::
hom_1713_13 attractive%3:00:01:: attractive%5:00:00:appealing:00
hom_1714_8 change%1:19:00:: change%1:21:03::
hom_1715_7 bust%1:08:00:: bust%1:06:00::
hom_1717_6 wee%2:29:00:: wee%1:28:00::
hom_1719_13 unleash%2:35:00:: unleash%2:35:01::
hom_1720_15 prison_term%1:28:00:: sentence%1:10:00::
hom_1726_13 remote%5:00:00:inaccessible:00 remote%5:00:02:far:00
hom_1727_11 snatch%1:10:00:: bit%1:23:01::
hom_1729_10 table%1:06:01:: table%1:17:00::
hom_1732_12 fine%5:00:00:thin:01 fine%1:21:00::
hom_1734_12 click%2:31:13:: dawn%2:42:01::
hom_1735_4 swell%2:41:00:: fop%1:18:00::
hom_1737_4 poach%2:30:00:: poach%2:33:00::
hom_1739_11 high%5:00:00:superior:01 high%3:00:02::
hom_1742_20 circulation%1:10:00:: circulation%1:19:00::
hom_1744_12 sum%2:42:00:: tot%2:32:00::
hom_1747_10 incredible%3:00:00:: improbable%5:00:00:implausible:00
hom_1748_19 cheeseparing%5:00:00:stingy:00 skinny%1:10:00::
hom_1749_15 pepper%2:39:00:: pepper%2:33:00::
hom_1750_11 stop%2:42:00:: stop%1:06:02::
hom_1751_20 stone%2:30:00:: lapidate%2:35:00::
hom_1753_14 pointless%3:00:00:: wasted%5:00:00:worthless:00
hom_1755_4 pop%2:35:06:: pop%2:39:04::
hom_1756_14 indue%2:41:00:: gift%1:04:00::
hom_1757_13 zestfulness%1:12:00:: relish%1:09:00::
hom_1758_11 feed_in%2:30:00:: feed%2:41:00::
hom_1759_13 core%1:14:00:: core%1:06:00::
hom_1760_8 know%2:35:00:: love%2:37:01::
hom_1761_5 bar%1:07:00:: bar%1:06:00::
hom_1763_16 puzzler%1:10:00:: puzzle%2:31:00::
hom_1764_17 weight%1:07:01:: system_of_weights%1:23:00::
hom_1766_9 blaze%2:43:01:: hell%1:04:00::
hom_1767_11 change%2:38:00:: alter%2:30:00::
hom_1768_8 dispensed%5:00:00:distributed:00 deal%2:40:01::
hom_1770_10 hack%1:18:00:: hacker%1:18:02::
hom_1771_10 ribbing%1:06:00:: teasing%1:04:00::
hom_1773_13 star%2:30:00:: star%1:09:00::
hom_1775_10 fault%1:26:00:: fault%1:04:01::
hom_1778_13 hang%2:35:04:: bent%1:09:00::
hom_1780_9 mountain%1:23:00:: throng%2:38:00::
hom_1781_5 pictured%5:00:00:unreal:00 fancy%2:36:00::
hom_1782_16 follow%2:42:02:: follow%2:42:03::
hom_1783_9 draw%2:41:13:: draw%2:38:01::
hom_1785_5 stick%2:42:00:: stick%1:20:00::
hom_1786_13 clean%2:30:01:: pick%2:35:02::
hom_1787_9 step%1:04:00:: tread%2:38:01::
hom_1790_10 tick%2:39:01:: work_over%2:35:00::
hom_1791_7 flop%1:04:00:: flop%4:02:00::
hom_1792_24 hit%2:35:01:: expunge%2:35:00::
hom_1794_9 shortening%1:04:00:: shortening%1:13:00::
hom_1795_17 grumble%2:32:00:: expire%2:30:00::
hom_1796_9 grievous%5:00:00:critical:03 sculpture%2:35:00::
hom_1797_15 fudge%2:41:00:: fudge%1:13:00::
hom_1798_5 compose%2:42:00:: compile%2:36:00::
hom_1799_8 volume%1:10:00:: book%1:06:00::
hom_1801_7 chop%2:38:00:: chop%1:08:00::
hom_1803_15 drop%2:38:01:: drop%2:30:01::
hom_1804_14 see%2:41:12:: see%2:33:00::
hom_1805_15 make_relaxed%2:29:00:: unbend%2:29:01::
hom_1806_12 hit%2:34:00:: hit%2:38:00::
hom_1807_10 streak%2:38:00:: stripe%1:07:00::
hom_1808_9 separate%2:35:01:: part%2:38:02::
hom_1809_6 primitive%5:00:02:early:02 vulgar%5:00:00:indecent:00
hom_1813_12 draft_copy%1:10:00:: draft%1:13:00::
hom_1815_17 nip%2:35:00:: pinch%1:26:00::
hom_1820_13 kickoff%1:04:00:: showtime%1:28:00::
hom_1821_10 fire%2:40:00:: fire%1:27:01::
hom_1822_17 concentration%1:04:02:: concentration%1:11:00::
hom_1823_9 drive%1:04:06:: drive%2:35:02::
hom_1824_11 refreshing%5:00:00:new:00 new%5:00:00:original:00
hom_1825_2 huddle_together%2:38:00:: huddle%1:14:00::
hom_1826_12 pit%1:06:04:: pit%1:06:06::
hom_1831_8 wash%2:29:00:: wash%2:35:10::
hom_1832_9 spunk%1:07:00:: heart%1:09:00::
hom_1833_10 sage%5:00:00:wise:00 sage%1:13:00::
hom_1834_5 dead%5:00:00:inactive:03 dead%5:00:00:uncharged:00
hom_1835_8 sweeping%1:04:00:: sweep%2:38:01::
hom_1836_11 goodly%5:00:00:considerable:00 tidy%5:00:00:groomed:00
hom_1837_15 snap%1:06:01:: shot%1:04:03::
hom_1838_17 delightful%5:00:00:pleasing:00 delicious%1:13:00::
hom_1840_16 fastened%3:00:03:: bind%2:35:01::
hom_1843_12 come_up%2:38:02:: come%2:30:01::
hom_1844_9 fault%1:04:00:: fault%1:04:01::
hom_1848_13 picture%2:36:01:: picture%1:09:01::
hom_1849_7 blow%2:30:08:: blow%2:38:08::
hom_1851_9 murmur%2:32:01:: cronk%2:32:00::
hom_1852_9 snap%2:30:00:: snap%2:35:04::
hom_1853_13 dive%1:06:01:: dive%2:38:00::
hom_1854_3 run%2:35:01:: clear%2:41:01::
hom_1855_4 strangle%2:35:01:: subdue%2:41:00::
hom_1856_7 dictated%5:00:00:settled:02 order%2:32:02::
hom_1858_7 thump%2:38:00:: beat%1:04:00::
hom_1860_11 draw%2:38:01:: draw_out%2:35:05::
hom_1862_20 divine_service%1:04:00:: servicing%1:04:00::
hom_1863_8 nock%2:35:00:: score%1:16:00::
hom_1866_9 blow%2:40:00:: blow%2:39:01::
hom_1870_11 back%2:42:00:: back%2:38:00::
hom_1871_13 starter%1:18:01:: fledgling%1:05:00::
hom_1872_9 joint%2:35:00:: spliff%1:06:00::
hom_1873_24 electric_cell%1:06:00:: cubicle%1:06:02::
hom_1875_13 point%1:06:00:: point%1:07:01::
hom_1877_14 era%1:10:00:: epoch%1:28:00::
hom_1878_16 shock%2:35:00:: shock%2:37:00::
hom_1880_10 mess%1:26:02:: hollow%1:17:00::
hom_1883_13 bill%1:10:04:: broadsheet%1:10:00::
hom_1884_19 puff%1:04:00:: get_behind%2:38:00::
hom_1885_13 block%1:06:05:: embarrass%2:41:00::
hom_1886_13 rooter%1:18:00:: fan%2:38:00::
hom_1887_10 mothball%1:06:00:: mothball%2:40:00::
hom_1888_13 kisser%1:08:00:: gull%1:18:00::
hom_1891_9 magnetic%5:00:00:attractive:01 magnetised%3:00:00::
hom_1892_8 nucleus%1:17:01:: core%1:14:00::
hom_1894_17 disgraceful%5:00:00:immoral:00 shock%2:35:00::
hom_1903_9 loop%2:35:01:: loop%1:09:00::
hom_1905_14 conviction%1:09:00:: condemnation%1:04:01::
hom_1906_8 keel%1:06:00:: keel%1:25:00::
hom_1907_14 go%2:42:08:: get%2:30:00::
hom_1913_13 organize%2:41:01:: phase%1:26:00::
hom_1915_6 maturation%1:22:00:: acquire%2:29:00::
hom_1917_11 hang%2:35:05:: string_up%2:41:00::
hom_1918_17 manual%1:10:00:: manual%3:01:00::
hom_1921_24 stuff%2:30:12:: farce%2:30:00::
hom_1922_9 press%2:36:01:: press%2:42:01::
hom_1923_13 suit%2:42:05:: fit%2:30:02::
hom_1924_19 cut%2:41:13:: hack%2:41:00::
hom_1925_12 ring%1:06:03:: ring%2:39:00::
hom_1926_8 loudspeaker_system%1:06:00:: utterer%1:18:00::
hom_1927_11 peak%1:06:00:: heyday%1:28:00::
hom_1928_3 fall%2:40:03:: shine%2:42:00::
hom_1929_12 undulate%2:42:00:: roll%2:30:07::
hom_1930_3 blow%2:39:00:: gas%2:32:00::
hom_1932_14 step%1:06:01:: measure%1:04:01::
hom_1933_9 offence%1:04:00:: offensive%3:00:02::
hom_1934_16 sucking%1:04:00:: suck%2:38:00::
hom_1936_12 key%2:35:00:: key%1:23:00::
hom_1938_5 signature%1:07:00:: touch%2:39:00::
hom_1940_14 spin%1:11:00:: twirl%2:38:01::
hom_1941_9 reaction%1:19:01:: reaction%1:09:01::
hom_1942_9 injury%1:11:01:: wound%1:12:00::
hom_1943_4 flat%5:00:00:inactive:02 flat%3:00:03::
hom_1944_11 find%2:39:05:: find%2:40:00::
hom_1945_10 standing%5:00:00:permanent:00 stand%2:42:04::
hom_1946_19 derivative%1:27:00:: derivative%1:10:01::
hom_1947_15 incensed%5:00:00:angry:00 cense%2:39:00::
hom_1948_11 flaming%5:00:00:unmitigated:00 flare%2:43:01::
hom_1951_16 reckon%2:31:13:: count%2:42:04::
hom_1952_17 space%1:28:00:: space%1:10:02::
hom_1954_22 visualize%2:36:00:: see%2:41:11::
hom_1955_16 piece_of_cake%1:04:00:: zephyr%1:19:00::
hom_1957_11 address%2:33:00:: savoir-faire%1:07:00::
hom_1958_9 strip%2:40:00:: rifle%1:06:00::
hom_1960_6 twist%1:04:03:: twist%2:35:00::
hom_1963_10 react%2:31:00:: react%2:41:00::
hom_1964_8 flat%5:00:00:horizontal:00 flat%1:06:04::
hom_1965_20 cover%2:35:14:: cover%2:32:01::
hom_1968_14 broom%2:35:00:: embroil%2:42:00::
hom_1969_10 pull%2:30:11:: pulling%1:04:00::
hom_1970_5 table%1:13:01:: display_panel%1:06:00::
hom_1971_9 wrap%2:35:03:: wind%2:35:06::
hom_1972_13 point%1:28:00:: point%1:24:00::
hom_1976_14 litter%2:29:00:: litter%2:35:00::
hom_1977_10 release%2:29:01:: beat%2:29:00::
hom_1979_8 pa%1:15:00:: pascal%1:23:00::
hom_1980_8 attractive%3:00:02:: attractive%3:00:01::
hom_1982_12 prime%1:28:01:: prime%2:30:01::
hom_1983_14 under%4:02:05:: under%4:02:07::
hom_1985_5 organic_structure%1:08:00:: body%1:08:02::
hom_1987_9 mugging%1:04:00:: mug%2:40:00::
hom_1988_14 plaster%2:35:10:: plaster%2:35:02::
hom_1990_3 kick%1:04:00:: kick%2:38:01::
hom_1991_16 repoint%2:30:00:: point%1:21:00::
hom_1992_5 web%1:05:02:: web%1:17:00::
hom_1994_11 sour%2:30:01:: turn%2:38:00::
hom_1995_7 hound_dog%1:05:00:: cad%1:18:00::
hom_1996_6 ignite%2:43:01:: light%2:43:00::
hom_1999_7 beat%1:07:00:: beat%2:39:03::
hom_2002_5 amount%2:42:01:: number%1:06:00::
hom_2004_10 gesture%1:10:00:: motility%1:04:00::
hom_2005_7 wash%2:30:09:: wash%2:30:05::
hom_2009_17 implant%2:31:00:: plant%2:35:06::
hom_2010_11 shake%2:38:00:: press%2:41:12::
hom_2011_15 nail%2:41:00:: nail%2:35:00::
hom_2015_8 go%2:39:00:: sound%3:00:01::
hom_2016_10 mint%1:06:00:: mass%1:23:00::
hom_2017_11 cabinet%1:06:01:: storage_locker%1:06:00::
hom_2018_16 rot%1:10:00:: bunk%2:41:00::
hom_2019_13 shooting%1:04:00:: shot%1:04:08::
hom_2021_3 electrify%2:30:01:: electrify%2:37:00::
hom_2023_18 cut%2:38:13:: cut%2:30:14::
hom_2025_11 scoopful%1:23:00:: exclusive%1:10:00::
hom_2028_6 cloud%2:30:04:: cloud%2:38:00::
hom_2029_15 milk%2:30:00:: milk%2:34:00::
hom_2030_9 figure%1:25:00:: digit%1:23:00::
hom_2032_14 dead%3:00:01:: suddenly%4:02:00::
hom_2033_22 cross%2:41:00:: scotch%2:35:00::
hom_2034_12 hoof_it%2:38:00:: foot%1:23:00::
hom_2036_14 cut%2:35:14:: cut%2:38:15::
hom_2037_6 immerse%2:35:01:: immerse%2:35:00::
hom_2038_2 stand%1:15:00:: stand%1:06:01::
hom_2039_21 argumentation%1:10:00:: statement%1:10:02::
hom_2044_7 suit%2:42:02:: suit%2:42:00::
hom_2045_4 fiddle%2:36:00:: tinker%2:30:00::
hom_2048_16 unfold%2:30:00:: blossom%2:30:01::
hom_2050_13 assess%2:40:00:: tax%2:32:00::
hom_2051_12 purport%1:10:00:: disembodied_spirit%1:18:00::
hom_2052_8 title%1:10:04:: human_activity%1:03:00::
hom_2053_1 security%1:12:00:: security%1:26:00::
hom_2055_9 spotted%5:00:00:patterned:00 spot%2:30:00::
hom_2057_19 stall%2:30:00:: stall%2:38:00::
hom_2058_11 intoxicate%2:29:00:: intoxicating%5:00:00:alcoholic:00
hom_2060_17 policy%1:09:00:: policy%1:10:00::
hom_2061_17 sheet%2:35:00:: sheet%2:43:00::
hom_2062_8 break%2:31:05:: give%2:38:13::
hom_2064_11 blowout%1:11:00:: romp%1:11:00::
hom_2065_10 bluster%2:43:00:: blow%2:32:03::
hom_2066_13 momentum%1:07:00:: momentum%1:07:01::
hom_2069_12 vibration%1:04:00:: quake%2:38:01::
hom_2071_13 hit%2:35:03:: make%2:38:00::
hom_2072_9 fishy%3:01:00:: suspicious%5:00:00:questionable:00
hom_2073_21 round_off%2:30:01:: round%2:32:00::
hom_2076_12 stroke%2:32:00:: stroke%1:04:03::
hom_2077_14 trifle%1:13:00:: trifle%1:09:00::
hom_2079_8 bluff_out%2:33:00:: bluff%2:32:00::
hom_2081_14 touch%1:26:00:: recognise%2:39:01::
hom_2083_11 pomposity%1:07:00:: inflation%1:11:00::
hom_2084_6 smell%2:31:00:: smelt%1:05:00::
hom_2085_14 guileless%5:00:00:straight:04 crystal_clear%5:00:00:clear:02
hom_2087_10 resistance%1:04:02:: resistance%1:14:00::
hom_2088_18 short%1:06:00:: short%4:02:02::
hom_2089_15 body%1:08:01:: automobile_trunk%1:06:00::
hom_2092_3 rise%2:30:09:: saltation%1:11:01::
hom_2093_9 run%2:42:04:: run%2:35:04::
hom_2096_18 reception%1:04:03:: reception%1:14:00::
hom_2099_9 marble%1:06:00:: marble%1:27:00::
hom_2100_12 moonshine%1:19:00:: moonlight%2:41:00::
hom_2102_5 denomination%1:14:00:: denomination%1:14:01::
hom_2103_14 ruler%1:18:00:: rule%1:06:00::
hom_2104_9 erase%2:30:00:: rub_out%2:35:00::
hom_2106_8 yearn%2:37:01:: pine%1:20:00::
hom_2107_11 needle%2:32:00:: needle%2:35:00::
hom_2108_9 blue%2:30:00:: aristocratical%5:00:00:noble:02
hom_2111_15 circumstances%1:26:02:: draw%1:06:01::
hom_2114_17 excogitate%2:31:00:: mull%2:39:00::
hom_2116_19 jog%2:32:00:: jogging%1:04:00::
hom_2117_7 hang%2:42:00:: hang%2:41:03::
hom_2119_7 play%1:04:08:: play%2:35:07::
hom_2120_18 alter%2:30:01:: variety%1:07:01::
hom_2122_7 check%2:41:08:: check%2:38:15::
hom_2124_13 look%2:39:00:: search%2:39:00::
hom_2125_13 pin%1:06:00:: trap%2:35:02::
hom_2126_13 scale%1:05:00:: scale%1:10:00::
hom_2127_10 weather%2:38:00:: weather%2:38:01::
hom_2129_14 red_ink%1:21:00:: redness%1:07:00::
hom_2133_10 weight%1:06:00:: weight%1:23:02::
hom_2135_12 rooting%1:22:00:: root%2:30:00::
hom_2136_19 staged%3:00:00:: betray%2:32:00::
hom_2138_13 tick%1:11:00:: click%2:39:00::
hom_2139_11 prevue%1:10:00:: trailer%1:06:01::
hom_2140_17 dirty%3:00:02:: soil%2:35:00::
hom_2141_10 account%1:21:02:: accounting%1:04:00::
hom_2142_7 gear%2:30:00:: geared%3:00:00::
hom_2143_1 home%1:26:00:: home%2:38:00::
hom_2144_8 loaded%5:00:00:prejudiced:00 load%2:35:10::
hom_2147_4 wire%2:35:00:: pumped-up%5:00:00:tense:03
hom_2150_1 pick%2:35:01:: pick%2:30:01::
hom_2152_11 dribble%1:04:00:: filter%2:38:00::
hom_2155_10 class%1:14:00:: class%1:14:02::
hom_2157_6 see%2:38:00:: escort%2:38:01::
hom_2158_11 degree%1:23:03:: level%1:26:00::
hom_2159_19 cull%2:35:00:: pick%2:40:01::
hom_2160_13 beat%1:11:01:: beat%1:04:00::
hom_2161_10 part%1:10:00:: share%1:04:01::
hom_2163_14 resistance%1:14:00:: underground%5:00:00:subsurface:00
hom_2165_11 blow%2:39:00:: shock%1:11:01::
hom_2166_9 cement%1:27:00:: cement%1:27:01::
hom_2169_14 fast%5:00:00:smooth:00 fast%5:00:00:hurried:00
hom_2170_11 rock%2:38:00:: rock%2:38:06::
hom_2173_12 goal%1:04:00:: goal%1:15:00::
hom_2175_11 wavelength%1:07:00:: wavelength%1:09:00::
hom_2176_10 steady%2:35:00:: brace%1:14:00::
hom_2177_4 point%1:17:02:: point%1:23:01::
hom_2178_10 justify%2:32:01:: guarantee%2:32:02::
hom_2179_10 drive_in%2:35:00:: eff%2:35:00::
hom_2180_12 finish%1:15:00:: goal%1:09:00::
hom_2181_18 catch%2:43:04:: catch%1:04:02::
hom_2183_10 word_of_mouth%1:10:00:: grapevine%1:20:00::
hom_2185_13 shady%5:00:00:questionable:00 fly-by-night%5:00:00:untrustworthy:00
hom_2186_16 scrap%1:27:00:: methamphetamine_hydrochloride%1:06:00::
hom_2187_4 step%2:35:00:: tread%2:38:01::
hom_2192_11 cushion%1:06:00:: cushion%1:06:02::
hom_2200_9 fair%5:00:00:ordinary:00 clean%5:00:00:legible:00
hom_2202_11 fire%2:30:01:: sack%2:41:00::
hom_2204_8 slicked%5:00:00:groomed:00 plaster%2:29:00::
hom_2208_10 stick%1:20:00:: stick%1:04:00::
hom_2209_3 buoyant%5:00:00:light:01 perky%5:00:00:cheerful:00
hom_2210_12 takeoff%1:11:00:: takeoff%1:04:00::
hom_2212_22 well%5:00:00:advisable:00 well%4:02:08::
hom_2214_4 spring%1:28:00:: bound%2:38:00::
hom_2216_6 change_by_reversal%2:30:00:: turn_over%2:38:09::
hom_2217_15 venture%2:41:01:: pretend%2:32:02::
hom_2220_3 feel%2:39:09:: feel%2:39:10::
hom_2222_4 shoot%2:41:00:: shoot%2:35:03::
hom_2227_9 hooklike%5:00:00:curved:00 solicit%2:32:01::
hom_2228_19 rely%2:31:11:: bank%1:17:02::
hom_2229_5 credit_entry%1:21:00:: accredit%2:31:00::
hom_2231_12 position%1:04:02:: side%1:10:00::
hom_2233_6 fall%1:04:02:: descent%1:17:00::
hom_2235_13 bounce%2:35:00:: bounce%2:35:03::
hom_2236_3 footstep%1:11:00:: step%2:38:03::
hom_2237_11 instrumental%3:01:00:: subservient%5:00:00:helpful:00
hom_2238_9 fable%1:10:01:: legend%1:10:00::
hom_2239_9 high%3:00:02:: senior_high_school%1:14:00::
hom_2240_20 mastication%1:04:00:: chaw%1:13:00::
hom_2241_12 time%2:31:00:: clip%1:11:00::
hom_2242_8 degree%1:26:01:: degree%1:10:00::
hom_2244_9 scourge%2:30:02:: waste%2:40:01::
hom_2245_10 battery%1:06:03:: battery%1:14:03::
hom_2248_8 toy%2:29:00:: play%2:35:00::
hom_2249_13 shining%5:00:02:polished:00 bright%5:00:00:light:06
hom_2250_8 lame%2:29:00:: square%1:18:01::
